id,title,gender,origin_id,meaning,used_in,additional_info
2689,Rosie,Girl,27,Rose,English speaking countries,"Rosie is typically a nickname for names beginning with Rose.  In J.R.R. Tolkien's ""The Lord of the Rings"", Rosie Cotton was a hobbit who married Samwise Gamgee.<br />
<br />
Rosie O'Donnell is a talk show host, actress and comedian. Rosie Perez is a fam"
2690,Ross,Boy,18,Bluff or Cliff,English speaking countries,"Ross is a region of north Scotland. The Ross Ice Shelf is the largest ice shelf in Antarctica, it was named after Captain James Ross who discovered it in 1841. It was the place where James Scott and his party died, having failed to become the first people"
2691,Rowan,Both,18,Little red one,English speaking countries,"One form of Rowan comes from the Gaelic word for red, ruadh, and a Gaelic diminutive suffix.  The other form, from the tree, comes from a Norse word for the European plant.  This word refers to the red leaves and berries of the rowan tree. <br />
<br />"
2692,Roxana,Girl,33,Star; bright; dawn,English speaking countries,"Roxana is from Roxane, the Greek form of a presumably Persian name belonging to the Bactrian wife of Alexander the Great. In 2005 Roxana sat low in the top 1000 girls' names in the US."
2693,Roxanna,Girl,33,Star; bright; dawn,English speaking countries,
2694,Roxanne,Girl,33,Star; bright; dawn,English and French speaking countries,
2695,Roy,Boy,18,Red,English speaking countries,"Originally a Scottish name, representing an Anglicized spelling of the Gaelic nickname ""Ruadh"" (red). It has since spread to other parts of the English-speaking world, where it is often reanalysed as Old French ""roy"" (king)."
2696,Royce,Boy,27,Rose,English speaking countries,
2697,Ruben,Boy,23,"Behold, a son","Dutch, English, French and Spanish speaking countries",
2698,Rubi,Girl,27,Red,English speaking countries,Modern spelling of the classic Ruby.
2699,Ruby,Girl,27,Red,English speaking countries,"Whilst remaining moderately popular in the US (ranked 137th in 2006), Ruby has shot up the British charts and in 2007 was the second most popular name in the UK.<br />
<br />
Ruby Sweetheart is the name of actor Tobey Maguire's daughter."
2700,Rudolph,Boy,20,Famous wolf; wolf fame,English speaking countries,"Although ironic in light of its meaning, very well known in respect to the Christmas tale ""Rudolph the Red Nosed Reindeer"".<br />
<br />
Famous bearers include movie star Rudolph Valentino (known as ""The World Greatest Lover""), politician and former may"
2701,Rudy,Both,20,Famous wolf; wolf fame,English speaking countries,"Rudy Giuliani - full name Rudolph - was the mayor of New York during September 11, 2001 terrorist attacks."
2702,Rufus,Boy,27,Red; red haired,English speaking countries,
2703,Russel,Boy,17,Little red one,English speaking countries,"Another spelling of Russell.  Russel is rarely used anymore, but enjoyed some popularity during the later parts of the 19th century on through to the middle of the 20th century."
2704,Russell,Boy,17,Little red one,English speaking countries,
2705,Rusty,Boy,18,"Rusty, full of rust",English speaking countries,"This is a nick name or pet name for a person who's given name is Russel.  It is also given sometimes as a pet name for one with red hair. Seldom used as a given name on it's own, Rusty charted on the Top 1000 names from 1940 to 1995."
2706,Ruth,Girl,23,Friend,English and German speaking countries,"Of uncertain etymology, most think it is derived from a contraction of the Hebrew re'uth (""companion, friend""). The name is borne in the Bible by the wife of Mahlon and daughter-in-law of Naomi. After the death of her husband, father-in-law, and brother-i"
2707,Ryann,Girl,18,Little King,English speaking countries,Ryann is a modern feminization of Ryan.
2708,Ryder,Boy,15,One who rides,English speaking countries,
2709,Ryker,Boy,13,Strong power; hardy power,English speaking countries,"Transferred used from the surname Ryker.<br />
<br />
As a Danish surname, it is the surname form of Richard sometimes used as a given name.<br />
<br />
As a Dutch surname, it is originally a nickname from an agent derivative of Middle Dutch riken (t"
2710,Rylan,Boy,15,Country of cereal grass,English speaking countries,Derived from the surname Ryland.
2711,Ryland,Boy,15,Land where rye is grown,English speaking countries,"Transferred use of the English surname, for someone who lived near a piece of land where rye was grown, from Old English ryge (rye) land (land).<br />
<br />
It may also be a variant of Dutch surname Reiland, possibly from a variant of the Germanic pers"
2712,Rylee,Both,15,Rye clearing,English speaking countries,Respelling of Riley; popular on girls.
2713,Ryleigh,Girl,15,Rye clearing,English speaking countries,A modern respelling of Riley.
2714,Rylie,Girl,15,Rye clearing,English speaking countries,A modern repselling of Riley.
2715,Sabastian,Boy,27,Man from Sebaste,English speaking countries,
2716,Sable,Both,15,Sable,English speaking countries,"Sable is another name for the color black.<br />
<br />
The sable is a species of marten which inhabits forest environments. It has been prized for its fur. The term has become a generic description for some black-furred animal breeds, such as sable cat"
2717,Sabrina,Girl,18,A Welsh river name,English speaking countries,"Sabrina is linked to the River Severn in England, either through being the Goddess of the Severn, or being a nymph (also known as Hafren) who drowned in Severn, and so gave it her name. It is more likely that the character derived her name from the river,"
2718,Sade,Girl,2,Sweetly singing,English speaking countries,"This may also be a pet name for the Yoruba name Folasade meaning ""honor earns a crown""."
2719,Sadie,Girl,23,Princess,English speaking countries,Originally a pet form of Sarah it now stands on its own.
2720,Sage,Both,15,Aromatic herb; wise,English speaking countries,
2721,Sahara,Girl,15,Name of a desert,African and English speaking countries,"Sahara is the name of a vast desert in North Africa. <br />
Sahara may also be taken as derived from the Hebrew ""sahar"" meaning ""moon""."
2722,Sahib,Boy,37,"Master, the master",English and Hindi speaking countries,
2723,Sakura,Girl,26,Cherry blossom,English and Japanese speaking countries,Popular name in Japan.
2724,Salena,Girl,21,Moon,English speaking countries,
2725,Salina,Girl,21,Moon,English speaking countries,
2726,Sally,Girl,23,Princess,English speaking countries,
2727,Salma,Girl,3,Whole; to be safe,"Arabic, English and Swahili speaking countries","Salma Hayek is a Mexican-American actress. She was nominated for an Academy award for her role as Frida Kahlo in the film 'Frida'. <br />
<br />
Princess Lalla Salma (born Salma Bennani) is the wife of the King of Morocco."
2728,Salvador,Boy,27,Saviour,English speaking countries,"El Salvador is a country in Central America. El Salvador means 'the saviour' - it was named after Jesus Christ by Spanish conquistadors. The country is a similar size to the US state of Massachusetts with a population of 6.9 million. <br />
<br />
Salva"
2729,Salvatore,Boy,25,Saviour; rescuer,English and Italian speaking countries,Italian variation of Salvador
2730,Sam,Both,23,His name is God,English speaking countries,"Either a short form of Samantha or Samuel. <br />
<br />
Sam is a character in Stephenie Meyer's popular Twilight series of books. It is also the name of the lead character in John Hughes quintessential teen movie, starring Molly Ringwald, ""Sixteen Cand"
2731,Samantha,Girl,4,Listener,English speaking countries,"As Samantha is likely an English variation on Samuel, it does not retain the original Hebrew meaning ""heard by God,"" as it is not a Hebrew name. <br />
<br />
Samantha is a relatively new name, arising in the latter part of the 18th century. It was popu"
2732,Samara,Girl,23,Regard; guardian,English speaking countries,"In the bible, there is a place named Samaria which could be where this name originates from.  Samaria means ""mountain lookout"" or ""watch mountain"".<br />
<br />
A samara is a flattened fruit, commonly called a 'helicopter' and found on trees such as the"
2733,Sameer,Boy,3,Pleasant companion,Arabic and English speaking countries,
2734,Samir,Boy,3,Pleasant companion,Arabic and English speaking countries,
2735,Samira,Girl,3,Pleasant community,"African, Arabic, English and Swahili speaking countries",Feminine form of Samir
2736,Sammi,Both,23,His name is God,English speaking countries,"Respelling of the nickname Sammy, and probably related to Samantha as well. Another way of spelling the diminutive of either name."
2737,Sammie,Boy,23,His name is God,English speaking countries,Alternate spelling of Sammy
2738,Sammy,Both,23,His name is God,English speaking countries,Common nickname for Samuel or Samantha.
2739,Samson,Boy,23,Sun,English speaking countries,"Well known from the Biblical story of Samson and Delilah. Samson was a prophet during the time that the Israelites were being attacked by the Philistines. He fell in love with Delilah, who was working for the Philistines, and revealed to her that the sour"
2740,Samuel,Boy,23,His name is God,English and Hebrew speaking countries,"In the Old Testament, Samuel was the son of Hannah, a prophet and a judge who anointed Saul as the first king of Israel. Samuel was the 25th most popular boy's name in the US in 2006 and the 8th most popular in the UK."
2741,Sanaa,Girl,3,Brilliance,"African, Arabic, English and Swahili speaking countries",This Arabic name has become more popular in the United States since the actress Sanaa Lathan became famous.
2742,Sanai,Girl,21,N/A,English speaking countries,"Sanai is likely patterned after the Arabic name Sanaa which has meaning as both an Arabic and Swahili derived name. It could also be a play on the Arabic traditional Saiyya. Sanai, however, is merely a modern creation or anglicization of such names, and t"
2743,Sandeep,Boy,24,Lighting the way,English speaking countries,
2744,Sandra,Girl,21,Defending men,English and Estonian speaking countries,
2745,Sandy,Both,21,Defending men,English speaking countries,
2746,Saniya,Girl,3,"Radiant, brilliant",Arabic and English speaking countries,Respelling of the traditional Saniyya.
2747,Saniyah,Girl,3,"Radiant, brilliant",English speaking countries,"Respelling of the traditional Saniyya. Generally an Arabic name wouldn't contain an ""H"" as the last letter in such cases.  This is an anglicization."
2748,Santana,Boy,42,Saintlike; Saint Anne,English speaking countries,A combination of san (saint) and Ana.
2749,Santiago,Boy,42,Saint James,English and Spanish speaking countries,"Iago is the Spanish version of James. Santiago de Compostela (Saint James of Compostela) in Spain is a Christian pilgrimage destination that has been popular since the Middle Ages.<br />
<br />
The Old Man and the Sea is a short novel written by Ernest"
2750,Santino,Boy,25,Sacred,English speaking countries,Endearment of Santo
2751,Santos,Boy,42,Saints,English speaking countries,
2752,Sara,Girl,23,Princess,"Danish, English, Hindi and Spanish speaking countries","Variant of Sarah. Sara may also be a Sanskrit male name [sah-ruh] meaning ""the Essence.""<br />
<br />
Sara Lee is a food company that specialises in frozen and packaged foods. Sara Ramírez is an actress, and Sara Evans is a country singer-songwriter.<br"
2753,Sarah,Girl,23,Princess,"English, French, German, Hebrew, Norwegian and Swedish speaking countries","In the Old Testament, Sarah was the wife of Abraham, and the mother of Isaac. <br />
Her name was first Sarai (""my princess""), which God changed to Sarah (""princess"") as her descendants were to be the future nation of Israel.<br />
<br />
Famous bearer"
